potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.037210854920269,-0.5073730001345054,0.0046227963035389286,-2.9467606113242284,-2.9698053915111675,-2.9675846299492132,-2.908729354538412,-1.0381283666176297,-0.5148900461902965,0.004603125790000001,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.9684165553793753
-1.037158694546674,-0.5073045931428324,0.0046227963035389286,-2.946667022742551,-2.969430811227311,-2.9676779151236623,-2.9089147495581082,-1.0381360893505038,-0.5148823234574222,0.004603125790000001,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.9684165553793753
-1.037106534173079,-0.5074072036303416,0.0046227963035389286,-2.9468541999059066,-2.9695244562982746,-2.9677712002981105,-2.909007447067956,-1.0381360893505038,-0.5148823234574222,0.004603125790000001,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.9684165553793753
-1.037210854920269,-0.5073045931428324,0.004618731853381481,-2.9468541999059066,-2.969337166156346,-2.967491344774766,-2.9086366570285627,-1.0381438120833781,-0.5148823234574222,0.004603125790000001,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.968282413910923
-1.037158694546674,-0.5073730001345054,0.00461466740322404,-2.9467606113242284,-2.9695244562982746,-2.9676779151236623,-2.9086366570285627,-1.0381360893505038,-0.5148823234574222,0.004603125790000001,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.968282413910923
-1.037106534173079,-0.5073045931428324,0.004618731853381481,-2.946667022742551,-2.969711746440203,-2.9676779151236623,-2.908729354538412,-1.0381360893505038,-0.5148823234574222,0.00460442208,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.968282413910923
-1.037158694546674,-0.5073387966386689,0.004618731853381481,-2.9467606113242284,-2.969337166156346,-2.9678644854725595,-2.9088220520482597,-1.0381283666176297,-0.5148823234574222,0.00460442208,-2.9694896871269933,-2.9684165553793753,-2.968282413910923,-2.968282413910923
-1.037158694546674,-0.5074414071261781,0.0046227963035389286,-2.9468541999059066,-2.969337166156346,-2.9676779151236623,-2.908729354538412,-1.0381283666176297,-0.5148823234574222,0.00460442208,-2.969355545658541,-2.968282413910923,-2.968282413910923,-2.968282413910923
-1.037106534173079,-0.5073045931428324,0.004618731853381481,-2.946667022742551,-2.969711746440203,-2.9676779151236623,-2.9089147495581082,-1.0381206438847554,-0.5148823234574222,0.00460442208,-2.9692214041900886,-2.968282413910923,-2.968282413910923,-2.968282413910923
-1.037158694546674,-0.5073730001345054,0.004610602953066596,-2.9463862569975166,-2.969430811227311,-2.967491344774766,-2.9084512620088683,-1.0381283666176297,-0.5148823234574222,0.00460442208,-2.9692214041900886,-2.968282413910923,-2.968282413910923,-2.968282413910923
-1.0372630152938644,-0.5073387966386689,0.0046227963035389286,-2.9462926684158375,-2.969337166156346,-2.9673980596003178,-2.9086366570285627,-1.0381360893505038,-0.5148900461902965,0.00460442208,-2.9690872627216365,-2.968282413910923,-2.968282413910923,-2.968282413910923
-1.037210854920269,-0.5073387966386689,0.00463092520385381,-2.946479845579194,-2.969430811227311,-2.967491344774766,-2.9089147495581082,-1.0381360893505038,-0.5148900461902965,0.00460442208,-2.9690872627216365,-2.968282413910923,-2.968148272442471,-2.968282413910923
-1.037210854920269,-0.5074414071261781,0.00463092520385381,-2.946479845579194,-2.969337166156346,-2.9676779151236623,-2.9088220520482597,-1.0381360893505038,-0.5148900461902965,0.00460442208,-2.9690872627216365,-2.968282413910923,-2.968148272442471,-2.968282413910923
-1.0370543737994835,-0.5073387966386689,0.00461466740322404,-2.946573434160872,-2.969337166156346,-2.9673980596003178,-2.908543959518715,-1.0381438120833781,-0.5148977689231707,0.00460571837,-2.9690872627216365,-2.968282413910923,-2.968148272442471,-2.968282413910923
-1.0372630152938644,-0.5073045931428324,0.00461466740322404,-2.946573434160872,-2.969337166156346,-2.9673047744258687,-2.9086366570285627,-1.0381360893505038,-0.5148977689231707,0.00460571837,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968282413910923
-1.037158694546674,-0.5073387966386689,0.0046227963035389286,-2.9463862569975166,-2.969430811227311,-2.9676779151236623,-2.9086366570285627,-1.0381283666176297,-0.5148977689231707,0.00460571837,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968148272442471
-1.0372630152938644,-0.5074414071261781,0.0046227963035389286,-2.946667022742551,-2.969430811227311,-2.967491344774766,-2.9086366570285627,-1.0381206438847554,-0.5148977689231707,0.00460571837,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968148272442471
-1.037158694546674,-0.5073730001345054,0.00461466740322404,-2.9462926684158375,-2.969337166156346,-2.9676779151236623,-2.9084512620088683,-1.0381206438847554,-0.5148900461902965,0.00460442208,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968148272442471
-1.037210854920269,-0.5073730001345054,0.004618731853381481,-2.946479845579194,-2.969337166156346,-2.9673980596003178,-2.9084512620088683,-1.0381206438847554,-0.5148900461902965,0.00460442208,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968148272442471
-1.037210854920269,-0.5073730001345054,0.004610602953066596,-2.946573434160872,-2.9692435210853816,-2.9672114892514205,-2.9084512620088683,-1.0381360893505038,-0.5148977689231707,0.00460442208,-2.9690872627216365,-2.968148272442471,-2.968148272442471,-2.968148272442471
-1.037106534173079,-0.5074072036303416,0.004618731853381481,-2.9462926684158375,-2.969337166156346,-2.9673980596003178,-2.9084512620088683,-1.0381438120833781,-0.5148977689231707,0.00460571837,-2.9690872627216365,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037158694546674,-0.5074072036303416,0.0046227963035389286,-2.9463862569975166,-2.969337166156346,-2.9672114892514205,-2.9086366570285627,-1.0381515348162524,-0.5148977689231707,0.00460571837,-2.9689531212531843,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037210854920269,-0.5074756106220148,0.004618731853381481,-2.946479845579194,-2.9696181013692398,-2.9675846299492132,-2.908543959518715,-1.0381515348162524,-0.5148977689231707,0.00460571837,-2.9689531212531843,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037158694546674,-0.5073387966386689,0.004618731853381481,-2.9461990798341593,-2.969337166156346,-2.967491344774766,-2.9084512620088683,-1.0381592575491265,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037210854920269,-0.5074414071261781,0.00463092520385381,-2.9463862569975166,-2.969337166156346,-2.9671182040769732,-2.9084512620088683,-1.0381515348162524,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037158694546674,-0.5072361861511594,0.00461466740322404,-2.946479845579194,-2.969337166156346,-2.9673980596003178,-2.908543959518715,-1.0381360893505038,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.03731517566746,-0.5073387966386689,0.0046227963035389286,-2.946479845579194,-2.969337166156346,-2.9672114892514205,-2.9086366570285627,-1.0381360893505038,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968148272442471,-2.968014130974019,-2.968014130974019
-1.037106534173079,-0.5073730001345054,0.00463092520385381,-2.9462926684158375,-2.969337166156346,-2.9673980596003178,-2.9086366570285627,-1.0381360893505038,-0.5148977689231707,0.00460442208,-2.968818979784732,-2.968014130974019,-2.968014130974019,-2.968014130974019
-1.037210854920269,-0.5074414071261781,0.0046227963035389286,-2.946479845579194,-2.969337166156346,-2.967491344774766,-2.908543959518715,-1.0381360893505038,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968014130974019,-2.968014130974019,-2.968014130974019
-1.0372630152938644,-0.5074414071261781,0.00461466740322404,-2.9461054912524802,-2.969337166156346,-2.9673047744258687,-2.908543959518715,-1.0381283666176297,-0.5149054916560449,0.00460442208,-2.968818979784732,-2.968014130974019,-2.968014130974019,-2.968014130974019
-1.037210854920269,-0.5074414071261781,0.0046227963035389286,-2.9463862569975166,-2.969337166156346,-2.9673047744258687,-2.9084512620088683,-1.0381360893505038,-0.5149132143889192,0.00460442208,-2.968818979784732,-2.968014130974019,-2.968014130974019,-2.968014130974019
-1.037106534173079,-0.5074414071261781,0.004618731853381481,-2.9461990798341593,-2.969337166156346,-2.9673980596003178,-2.9084512620088683,-1.0381360893505038,-0.5149209371217934,0.00460442208,-2.968818979784732,-2.968014130974019,-2.968014130974019,-2.968014130974019
